id,proverb,meaning,wrong1,wrong2,wrong3,category
2744,"काम साँचे आफूलाई, खान साँचे अरूलाई ।",भोलिको लागि काम साँच्नु भन्दा आजै गरेको राम्रो किनकी त्यो काम अरुले गर्दिने होइनन् ।,"काम अरूले गर्छ, खान आफूले गर्छ","काम गर्नै हुँदैन, खान पाइन्छ",काम गर्दा अरूले खान पाउँछन्,Social Behavior and Relationships
2756,"खसी जोख्‍नु सय चोटि, मान्छे जोख्‍नु एक चोटि ।",मान्छेको मूल्याङ्कन सोचेर बुझेर एक चोटी मात्र गर्नुपर्छ ।,खसीलाई सय चोटि जोख्नुपर्छ भने मान्छेलाई एक चोटि मात्रै जोख्नुपर्छ,"खसी जोख्दा सय चोटि गल्ती हुन्छ, मान्छे जोख्दा एक चोटि गल्ती हुन्छ","खसी जोख्न सय चोटि समय लाग्छ, मान्छे जोख्न एक चोटि मात्रै समय लाग्छ",Social Behavior and Relationships
2782,बलेको आगोमा घिउ थप्नु ।,पहिले नै खराब अवस्थालाई अझ खराब बनाउनु ।,आगो निभाउन घिउ प्रयोग गर्नु,घिउले आगो निभ्छ,आगोमा घिउ हाल्दा आगो चिसिन्छ,Social Behavior and Relationships
2797,भुक्ने कुकुरले टोक्दैन ।,अरू मानिसहरूलाई सजिलै धम्की दिने व्यक्तिले प्रायः केही गर्न सक्दैनन् ।,भुक्ने कुकुर सधैं डराउँछ,कुकुरले भुक्नै सक्दैन,कुकुरले टोक्न नजान्ने हुँदा मात्र भुक्छ,Social Behavior and Relationships
2820,"पाँच पैसाको ल्वांग छैन, दस पैसाको स्वांग !",आफुसँग केही नहुँदा पनि धेरै भये जस्तो नाटक गर्ने।,मानिसले सस्तो कुरा किनेर महँगो देखिन खोज्छ,सानो कुरा नहुँदा ठूला कुरा पनि व्यर्थ हुन्छन्,थोरै पैसामा ठूलो काम गर्न खोज्नु,Social Behavior and Relationships
12,अङ्गभङ्ग गर्दै तत्वोचिन्तामा अघि सर्दै,अङ्गअङ्गले संसारको अनित्यता रहँदै जान्छ ।,उखानको शाब्दिक अर्थलाई तोडमोड गर्दै गलत व्याख्या गर्नु,तत्वोचिन्तालाई बेवास्ता गर्दै सतही अर्थ दिने प्रयास गर्नु,उखानलाई सन्दर्भबाट बाहिर राखेर अनावश्यक रूपमा अर्थ खिच्नु,Wisdom and Knowledge
18,अँध्यारो घरको बत्ती,दुःखमा हर्षोल्लास,अँध्यारो घरमा बत्ती बाल्न आवश्यक छैन,बत्ती भए पनि उज्यालो हुँदैन,अँध्यारो घरमा बत्तीले काम गर्दैन,Wisdom and Knowledge
26,"अक्कल बन्नलाई इसारा, मूर्खलाई फड्कारा",मान्छेअनुसारको नीति प्रयोग गर्नु ।,अक्कल भएका मानिसले संकेत बुझ्दैनन्,मूर्खलाई इसारा गर्दा पनि सजिलै बुझ्छ,इसारा गर्नु भनेको मूर्खता हो,Wisdom and Knowledge
44,अकलबन्दले विलखबन्द हुनुपर्दैन,"बुद्धि, कला, सिप हुनेले के गर्ने भनेर बस्नुपर्दैन ।",अक्लबन्द मानिसले सधैं समस्यामा पर्छ,अक्लबन्द मानिसले निर्णय लिन सक्दैन,अक्लबन्द मानिसले सधैं अरूको सहयोगमा निर्भर रहन्छ,Wisdom and Knowledge
47,अकुल्या राजा अनपढ बाहुन,अयोग्य ।,राजा सधैं अनपढ हुन्छन्,बाहुनहरू कहिल्यै पढ्न सक्दैनन्,अकुल्याहरू मात्र राजाहरू हुन्छन्,Wisdom and Knowledge
48,अक्कलका पछि लाठो लिएर दगुर्नु,समस्याको समाधान ठीक तरिकाले नगर्नु ।,अक्कलको काम लाठोले मात्र गर्न सकिन्छ,लाठो लिएर हिँड्दा अक्कल बढ्छ,अक्कल र लाठो सँगै प्रयोग गर्नुपर्छ,Wisdom and Knowledge
49,अक्कल जब्बर कि भैंसी जब्बर,बुद्धि ठूलो कि बल ? भनेको ।,अक्कलभन्दा भैंसीको तौल बढी हुन्छ,भैंसीले अक्कल दिन्छ,अक्कलले भैंसी जित्न सक्दैन,Wisdom and Knowledge
50,अकलवन्तीलाई इसारै काफी छ,बुभनेका लागि धेरै बेलीविस्तार चाहिँदैन ।,अकलवन्तीलाई बोल्नै पर्दैन,अकलवन्तीले सधैं गल्ती गर्छे,अकलवन्तीलाई कुरा बुझ्न सक्दैन,Wisdom and Knowledge
51,"अक्कल मात्र मारूँ, अरू सबै चिज भरी छन् बरु",धन छ बुद्धि छैन ।,अक्कल धेरै छ,अरू केही छैन,सबै चिज भरिएर फुट्न लागेका छन्,Wisdom and Knowledge
52,अक्कलीको अक्कलमा छल चल्दैन,बुद्धिमानले अरूलाई धोका दिँदैन ।,अक्कली मानिसले कहिल्यै गल्ती गर्दैन,अक्कली मानिसले अरूलाई धोका दिन्छ,अक्कली मानिसले सधैं जित्छ,Wisdom and Knowledge
53,"अक्कलीके आगे, भुत पनि भागे",बुद्धिमानको अगाडि कसैको केही लाग्दैन ।,अक्कली मानिसले डराएर भाग्छ,अक्कली मानिसले भूतलाई बोलाउँछ,अक्कली मानिसले भूतसँग मिलेर काम गर्छ,Wisdom and Knowledge
54,"अक्षर शत्रु, नाउँ विद्याधर",नामविपरीतको काम ।,शत्रु भनेको अक्षरहरू हुन्,विद्याधर भनेको नाउँ मात्र हो,अक्षरहरू पढ्नाले शत्रु बन्छ,Wisdom and Knowledge
114,अकबरी सुनलाई कसी लाउनु पर्दैन,असल मान्छेलाई जाँच्नु पर्दैन ।,अकबरी सुनलाई कसी लगाएपछि मात्र शुद्धता थाहा हुन्छ,अकबरी सुन सस्तो हुन्छ,अकबरी सुनलाई कसी लगाउँदा बिग्रन्छ,Wisdom and Knowledge
123,अन्धाले संसार देख्नु,गर्न नसक्ने काम गर्न खोज्नु,अन्धाले संसार देख्नु भनेको सबैले समान दृष्टिकोण राख्नु,अन्धाले संसार देख्नु भनेको सबै कुरा बुझ्नु,अन्धाले संसार देख्नु भनेको आँखाले मात्र संसार बुझ्न सकिन्छ,Wisdom and Knowledge
129,अरूको बुद्धिमा राजा हुनुभन्दा आफ्नो बुद्धिमा जोगी हुनु बेस,आफ्नै बुद्धिमा गौरव गर्नु ।,अरूको बुद्धि प्रयोग गरेर सधैं सफल भइन्छ,आफ्नो बुद्धि कहिल्यै काम लाग्दैन,जोगी बन्नेले बुद्धि प्रयोग गर्नुपर्दैन,Wisdom and Knowledge
138,अबुझलाई के पान के पकवान,केही थाहा नपाउने ।,अबुझलाई पान र पकवानको फरक थाहा हुन्छ,अबुझलाई पान र पकवान मनपर्छ,अबुझलाई पान र पकवानको स्वाद राम्ररी थाहा हुन्छ,Wisdom and Knowledge
175,अङ्ग्रेजी काइदा दुवै फाइदा,उनीहरूको काम गर्ने शैली ।,अङ्ग्रेजी चालले पानी पर्छ।,अङ्ग्रेजी सिक्नाले टाउको दुख्छ।,अङ्ग्रेजी बोल्नाले उचाइ बढ्छ।,Wisdom and Knowledge
212,"अकलमन्दलाई इशारा, मूर्खलाई फटकारा",मूर्खलाई इसारा काम छैन ।,अकलमन्दलाई इशारा गर्दा उसले बुझ्दैन,मूर्खलाई फटकार्दा उसले तुरुन्तै सुधार गर्छ,अकलमन्दलाई फटकार्दा मात्र उसले काम गर्छ,Wisdom and Knowledge
250,"अर्ध रोग हरे निन्द्रा, सर्व रोग हरे क्षुधा",आधा रोगले निद्रा हर्छ पूरै रोगले भोक हर्छ ।,निन्द्रा गर्दा सबै रोग ठीक हुन्छ,भोक लाग्दा सबै रोग बिग्रन्छ,धेरै सुत्नाले रोग बढ्छ,Wisdom and Knowledge
261,अल्प ज्ञान सधैँ बढ्याई,अनपढले पनि बढ्याई गर्न सक्छ ।,अल्प ज्ञानले सधैँ सफलता मिल्छ,थोरै ज्ञानले सबै कुरा बुझ्न सकिन्छ,थोरै ज्ञानले सधैँ सही निर्णय गरिन्छ,Wisdom and Knowledge
266,"असन्तोषी सदा दुःखी, सन्तोषी सदा सुखी",सधैँभरि सन्तोषी हुनु राम्रो हो ।,असन्तोषी व्यक्तिहरू सधैं खुसी हुन्छन्,सन्तोषी मानिसहरू सधैं दुःखी हुन्छन्,सन्तोषले दुःख ल्याउँछ,Wisdom and Knowledge
268,अकवरी सुनलाई कसी लाउनु पर्दैन,राम्रो चिज जाँचिरहनु पर्दैन,सुनलाई कसी लगाउँदा राम्रो देखिन्छ,अकवरले सुनलाई कसी लगाउनुपर्छ,सुनलाई कसी नलगाउँदा बिग्रन्छ,Wisdom and Knowledge
311,आगो ताप्नु मुढाको अर्ती सुन्नु बुढाको,बुढापाकाले धेरै जानेको हुन्छ,आगो ताप्न मुढाबाट सिक्नुपर्छ,बुढो मान्छेले मात्र अर्ती दिन सक्छ,मुढा र बुढो दुवैको कुरा सुन्नु जरुरी छैन,Wisdom and Knowledge
326,आधा गाग्रो पानी छचल्किन्छ,अधुरो कामको असर बढी हुन्छ अथवा थोरै जान्नेको धेर फुर्ती हुन्छ ।,अल्पज्ञान भएका व्यक्ति शान्त हुन्छन्,धेरै ज्ञान भएका व्यक्ति बोल्दैनन्,धेरै पानी भएको गाग्रो छचल्किन्छ,Wisdom and Knowledge
346,आँखा बन्द गर्दैमा अँध्यारो हुँदैन,ठूलो वस्तुलाई ढाकेर ढाकिन्न ।,आँखा बन्द गर्दा उज्यालो हुन्छ,अँध्यारो देख्नको लागि आँखा बन्द गर्नुपर्छ,आँखा खोल्दा मात्र अँध्यारो हुन्छ,Wisdom and Knowledge
381,ओखरको गुँदी खान घानको जरुरत पर्दैन,"सानु वस्तुका लागि ठूलो साधन चाहिँदैन, सानैले काम पुग्छ ।","ओखरको गुँदी कडा हुन्छ, त्यसैले घान चाहिन्छ",ओखरको गुँदी सजिलै खान सकिँदैन,घानले मात्र ओखरको गुँदी निकाल्न सकिन्छ,Wisdom and Knowledge
385,आँ गर्दा अलङ्कार बुझिन्छ,के भन्छ भन्ने कुरा इसाराबाटै बुझ्नु ।,आँ गर्दा आँखा दुख्छ,आँ गर्दा नाक बग्छ,आँ गर्दा सबै कुरा बिग्रन्छ,Wisdom and Knowledge
401,"अति तितो दाल, नुन, पेट भराओ तिनै कुरा",कुनै अर्थ छैन ।,दाल तितो भए पनि नुनले मिठो हुन्छ,नुन पेट भर्ने खानेकुरा हो,पेट भर्न नुन र दाल खानुपर्छ,Wisdom and Knowledge
403,आँप खान छाडेर रुख गन्ने,चाहिने काम नगर्ने,रुख गन्नेले आँप खान पाउँदैन,आँप खानु भनेको समयको बर्बादी हो,रुख गन्दा आँप मिठो हुन्छ,Wisdom and Knowledge
417,आखिर सत्यकै विजय हुन्छ,भेल गरेर टिक्दैन ।,सत्य कहिल्यै विजयी हुँदैन,असत्यले नै सधैं जित्छ,सत्यको कुनै महत्त्व हुँदैन,Wisdom and Knowledge
442,आफूलाई चिन,पहिले आफैँ बन,आफ्नो नाम भन्न नजान्नु,आफैंलाई चिन्न नसक्नु,अरूले चिनेकोमा गर्व गर्नु,Wisdom and Knowledge
473,आल पडौं डाल पडीं वैतड्याल जन पढ्डौँ,असिना परे पनि बैतडेलीको सङ्गत नगर्नु भनेको ।,आलु र डाल एकै ठाँउमा झरेछन्,वैतड्याल भन्ने ठाउँमा सबै जना पढ्न जान्छन्,आलु र डाल एकसाथ खस्दा वैतड्यालमा हल्ला मच्चियो,Wisdom and Knowledge
479,आँखा उघ्रनु,सचेत हुनु,निद्राबाट बिउँझनु,आँखा ठूलो हुनु,आँखा चम्किनु,Wisdom and Knowledge
480,आँखा खुल्नु,सजग हुनु,आँखा खोल्नु मात्र शारीरिक क्रिया हो,निद्राबाट ब्यूँझिनु,आँखा दुख्न थाल्नु,Wisdom and Knowledge
556,उपदेश दिन जति सजिलो छ पालन गर्न गाह्रो,भन्नमा मात्र सजिलो हुन्छ ।,"उपदेश दिनु सजिलो भए पनि, कसैले सुन्दैन",उपदेश दिनु भनेको अरूलाई दोष लगाउनु हो,उपदेश दिनु भनेको अरूको जीवन नियन्त्रण गर्नु हो,Wisdom and Knowledge
566,"उन्ने कुरा उनेरै लाउनु, गुन्ने कुरा गुनेरै लिनु थुन्ने कुरा थुनेरै लिनु",जसलाई जे गर्नुपर्ने हो त्यसलाई त्यही गर्नुपर्छ ।,उन्ने कुरा उनेरै लाउनु भनेको सधैं गल्ती गर्नुपर्छ,गुन्ने कुरा गुनेरै लिनु भनेको अरूको कुरा कहिल्यै सुन्नु हुँदैन,थुन्ने कुरा थुनेरै लिनु भनेको समस्या समाधान नगरी लुकाउनु पर्छ,Wisdom and Knowledge
605,एक ठक्कर खाए सात बुद्धि आउँछ,अनुभवी भएर काम गर्दै जानु,एउटा ठक्कर खाएपछि मानिस झन् मूर्ख हुन्छ,एक चोट खाएपछि सात चोट थपिन्छ,ठक्कर खाएपछि मानिसले सोच्न छोड्छ,Wisdom and Knowledge
606,एक चन्द्रमाले दिने उज्यालो हजार ताराले के देला,ठूलो असल व्यक्तिले संसार ढाक्छ ।,एक चन्द्रमाले दिने उज्यालो भन्दा हजार ताराले बढी उज्यालो दिन्छ,चन्द्रमाको उज्यालो ताराहरुको उज्यालोभन्दा कम हुन्छ,चन्द्रमाको उज्यालो ताराको उज्यालोसँग तुलना गर्न मिल्दैन,Wisdom and Knowledge
608,"एक उदाहरण, सय उपदेश",उपदेशभन्दा उदाहरण उपयोगी हुन्छ ।,सय उपदेश दिएर पनि कसैले सिक्दैन,सय उपदेश भनेपछि सबै कुरा तुरुन्तै बुझिन्छ,सय उपदेश भनेपछि कुनै गल्ती गर्न पाइँदैन,Wisdom and Knowledge
611,एक पत्थे सय इलम,खानपिनमा परेजमा बस्नु ।,एकजना मूर्खले सयवटा ज्ञानको काम गर्न सक्छ,सयवटा काम गर्नेलाई एकजना मूर्खले हराउन सक्छ,एकजना मूर्खले सयवटा गल्ती गर्न सक्छ,Wisdom and Knowledge
614,"एक काज, दो पन्थ",एकपटकमा दुई काम बन्नु ।,एकै पटक दुईवटा काम सकिँदैन,एक काज गर्दा दुई पन्थ बिग्रन्छ,दुई पन्थमा एकै काज गर्न सकिँदैन,Wisdom and Knowledge
639,ऐना भएपछि पानी छाया किन,मुख्य वस्तु नै भएपछि अरू किन,ऐना भए पनि पानीमा छाया देखिन्छ,ऐना र पानी एउटै कुरा हुन्,ऐना भएपनि पानीको आवश्यकता छैन,Wisdom and Knowledge
672,एक गोता खाई सय बुद्धि आई,ठक्करले नै बुद्धि आउँछ ।,एक चोट खाँदा मानिस मूर्ख बन्छ,गोता खाँदा बुद्धि हराउँछ,सय चोट खाँदा पनि केही नबुझिन्छ,Wisdom and Knowledge
674,एक चन्द्रले दिने काम हजार ताराले के देला,साना धेरै भएर के काम,एक जनाले गरेको काम धेरैले मिलेर गर्न सक्दैनन्,ताराहरू भन्दा चन्द्रमा कमजोर हुन्छ,चन्द्रमा नभए ताराहरूले उज्यालो दिन सक्छन्,Wisdom and Knowledge
678,एक तीर दुई सिकार,एउटै चिजले दुई काम हुनु ।,एकै चोटमा दुईवटा जनावर मार्ने कुरा,दुई जनालाई एकै चोटमा हानि पुर्‍याउने तरिका,एउटै कामले दुईवटा नराम्रो परिणाम ल्याउने,Wisdom and Knowledge
682,"एकपैसा पनि धनै हो, गहुँबारी पनि वनै हो",थोरैको पनि महत्त्व हुन्छ ।,एक पैसा भए पनि धनी मानिन्छ,गहुँबारीमा मात्र वन पाइन्छ,धेरै पैसा भए मात्रै धन हुन्छ,Wisdom and Knowledge
711,"ओखती मिठो हुँदैन, अर्ती राम्रो हुँदैन",असल कामको पालन गर्नुपर्छ ।,औषधि जहिले पनि तीतो हुन्छ,असल सल्लाह सधैं बेकार हुन्छ,मिठो कुरा मात्रै सधैं सही हुन्छ,Wisdom and Knowledge
742,कस्तुरी भनेपछि सुँधिरहनु पर्दैन,असल चिज आफैँ चिनिन्छ ।,कस्तुरी भनेपछि सुँघ्नै नसकिने हुन्छ,"कस्तुरी भनेपछि सुँघ्न जरुरी छैन, देख्न मात्र काफी हुन्छ",कस्तुरी भनेपछि सुँघ्दा पनि गन्ध आउँदैन,Wisdom and Knowledge
746,कस्तुरीले आफ्नो बास्ना अन्त खोजी हिँड्छ,आफ्नो महत्त्व आफैँलाई थाहा नहुनु ।,कस्तुरीले आफ्नो बास्ना कहिल्यै पाउँदैन,कस्तुरीले आफ्नो बास्ना अरूलाई दिन्छ,कस्तुरीले आफ्नो बास्ना गुमाइसक्यो,Wisdom and Knowledge
781,"कसारको कुन गुदी, कुन बोक्रा",समान महत्त्वको वस्तुमा भेदभाव हुँदैन,कसारमा गुदी र बोक्रा छुट्याउन सकिँदैन,कसारको गुदी र बोक्रा अलगअलग हुन्छन्,"कसारको गुदी स्वादिष्ट हुन्छ, बोक्रा फ्याँक्नुपर्छ",Wisdom and Knowledge
799,काला अक्षर भैंसी बराबर,लेखपढ गर्न नजान्नेलाई कुन क कुन ख,काला अक्षर भैंसी बराबर भनेको भैंसीले अक्षर पढ्न सक्छ,यो उखान भैंसीको रंगबारे हो,अक्षरको रंग कालो भएमा भैंसीले चिन्दैन,Wisdom and Knowledge
849,चिन्नु र जान्नु घचेटी माग्नु,अलि बानी थाहा नपाई काम नगर्नु ।,चिन्नु र जान्नु भनेको सधैं झगडा गर्नु हो,चिन्नु र जान्नु भनेको अरूलाई अप्ठ्यारोमा पार्नु हो,चिन्नु र जान्नु भनेको सधैं अरूसँग प्रतिस्पर्धा गर्नु हो,Wisdom and Knowledge
851,"चिन्नेलाई हीरा, नचिन्नेलाई किरा",मूल्यवान् वस्तु नचिन्नु ।,हीरा र किरा एउटै हुन्छन्,"चिन्नेलाई किरा, नचिन्नेलाई हीरा",सबैलाई किरा जस्तो देखिन्छ,Wisdom and Knowledge
852,चिन्नेलाई श्रीखण्ड नचिन्नेलाई खुर्पाको बिँड,ठीक कुरा नठम्याउनु ।,श्रीखण्ड सबैलाई खुर्पाको बिँड जस्तो हुन्छ,चिन्नेलाई खुर्पाको बिँड र नचिन्नेलाई श्रीखण्ड हुन्छ,खुर्पाको बिँडलाई चिन्नेलाई श्रीखण्ड जस्तो लाग्छ,Wisdom and Knowledge
863,चेतेर मात्र बुद्धि आउँछ,परेपछि मात्र ज्ञान आउनु,चेतेर मात्र पैसा आउँछ,चेतेर मात्र शक्ति आउँछ,चेतेर मात्र स्वास्थ्य आउँछ,Wisdom and Knowledge
945,जति छोप्न खोजे पनि सत्य छोपिँदैन,सत्य आखिर सत्यै हो ।,सत्यलाई सजिलै लुकाउन सकिन्छ,सत्य कहिल्यै बाहिर आउँदैन,सत्यलाई छोप्न प्रयास गर्नु आवश्यक छैन,Wisdom and Knowledge
948,जति फल फल्छ उति निहुँरिन्छ,असल मानिसको गुण ।,फल लागेपछि रुख सिधा हुन्छ,धेरै फल लागेपछि रुख उचालिन्छ,फल लागेपछि रुख बढ्न बन्द हुन्छ,Wisdom and Knowledge
997,"जसले मही पिउँछ, ऊ लामो समय जिउँछ",गोरसमा धेरै शक्ति हुन्छ ।,"जो मही पिउँछ, ऊ कहिल्यै बुढो हुँदैन",मही पिउनेले कहिल्यै रोग लाग्दैन,मही पिउँदा अमरत्व प्राप्त हुन्छ,Wisdom and Knowledge
1030,जहाँ गहिरो त्यहीँ पानी,जो हुनेछ उसको मन नहुने ।,जहाँ गहिरो त्यहीँ पानीको अभाव हुन्छ,जहाँ गहिरो त्यहीँ सुख्खा हुन्छ,जहाँ गहिरो त्यहीँ पानी सकिन्छ,Wisdom and Knowledge
1065,जान्नेलाई श्रीखण्ड नजान्नेलाई खुर्पाको बिँड,असल माल चिन्नु ।,जान्ने मानिसलाई खुर्पाको बिँड मन पर्छ,नजान्नेले श्रीखण्डको महत्व बुझ्दैन,जान्नेलाई खुर्पाको बिँड उपहार दिनुपर्छ,Wisdom and Knowledge
1069,"जिउको सार छाती, कुराको सार घाँटी",जिउ राम्रो भएजस्तै कुरा राम्रो हुनुपर्छ ।,छाती र घाँटी नै शरीरका सबैभन्दा महत्वपूर्ण अंग हुन्,मानिसको जिउको सार छातीमा मात्र हुन्छ,सबै कुरा घाँटीमा अड्किन्छ,Wisdom and Knowledge
1092,जुँगा चल्यो कुरा बुझ्यो,सङ्केतबाटै कुरा बुझ्नु ।,जुँगा हल्लाएर कुरा गर्छ,जुँगा काटेपछि मात्र कुरा बुझिन्छ,जुँगा नपालेसम्म कुरा बुझ्न सकिँदैन,Wisdom and Knowledge
1114,जो छ सन्तोषी ऊ सदा सुखी,सन्तोष गर्नुमै सुख हुन्छ ।,"जो सन्तोषी छ, ऊ कहिल्यै दुखी हुँदैन",सन्तोषी व्यक्ति सधैं धनी हुन्छ,सन्तोषले मात्र जीवनमा सबै समस्या समाधान हुन्छ,Wisdom and Knowledge
1254,तालिम नभएको कुकुर,शिक्षा नभएको मान्छे,कुकुरलाई तालिम दिनु जरुरी हुँदैन,तालिम पाएको कुकुर राम्रो हुँदैन,कुकुरलाई तालिम दिनु बेकार हो,Wisdom and Knowledge
1276,तरबारको काम सियोले दिँदैन,ठाउँ हेरि हतियार ।,सियोले तरबारलाई हराउन सक्छ,सियोको काम तरबारले गर्छ,तरबारभन्दा सियो बलियो हुन्छ,Wisdom and Knowledge
1279,तरवारभन्दा कलम बलियो,ठूलो काम गर्छ ।,कलमले युद्ध जित्न सकिन्छ,कलमले शारीरिक बल प्रयोग गर्छ,कलमले सधैं गलत लेख्छ,Wisdom and Knowledge
1289,तीन त्रिलोक चौध भुवन देख्नु,आनन्द आउनु ।,त्रिलोक चौधरी नामको मानिसले संसार देख्यो,तीनवटा लोकहरूलाई चौधरीले घुमेर देखे,त्रिलोक नामको मानिसले चौध भुवनको दर्शन गर्‍यो,Wisdom and Knowledge
1382,दुःख भोग्नेले मात्र थाहा पाउँछ,अनुभवीले थाहा पाउँछ ।,दुःख भोग्नेलाई अरूले थाहा पाउँदैन,दुःख भोग्दा थाहा पाउन सकिँदैन,दुःख भोग्नेलाई मात्र थाहा पाउनु हुँदैन,Wisdom and Knowledge
1386,दूधको दूध पानीको पानी,जस्ताको त्यस्तै छुट्याउने ।,दूध र पानी मिलाएर पिउनुपर्छ,दूध र पानी अलग गर्न सम्भव छैन,दूध सधैं पानीभन्दा सस्तो हुन्छ,Wisdom and Knowledge
1393,देख्नेको भन्दा सुन्नेको सही,देखि जान्ने भन्दा सुनी जान्नेले फुर्ती गर्नु ।,सुन्नेको कुरा सधैं सही हुन्छ,देख्ने मान्छेले धोका दिन्छ,आँखाले भन्दा कानले राम्रो निर्णय गर्छ,Wisdom and Knowledge
1435,देवता नपुज्ने कुरा नबुझ्ने,बाउडो ।,देवता नपुज्दा सबै कुरा बुझिन्छ,देवता पुज्नाले कुरा बुझ्न आवश्यक छैन,कुरा बुझ्न देवताको कुनै भूमिका हुँदैन,Wisdom and Knowledge
1450,दोष थोपर्न सजिलो विवेक पुऱ्याउन गाह्रो,दोष लाउन सजिलो हुन्छ तर काम गर्न गाह्रो हुन्छ ।,"दोष थोपर्न सजिलो छ, किनभने सबैजना विवेकहीन हुन्छन्","विवेक पुऱ्याउन गाह्रो छ, किनभने दोष लगाउन समय लाग्छ","दोष थोपर्न सजिलो छ, तर विवेक पुऱ्याउन झन् सजिलो छ",Wisdom and Knowledge
1453,धन भएको बुद्धि नभएको,धनको सदुपयोग गर्न नसक्ने मान्छे।,धनी मानिस सधैं मूर्ख हुन्छ,बुद्धि भएका मानिस कहिल्यै धनी हुँदैनन्,धनले बुद्धि किनेर ल्याउन सकिन्छ,Wisdom and Knowledge
1473,धेरै ताराभन्दा एक चन्द्रमा बेस,धेरै छोरा हुनुभन्दा एक हुनु बेस ।,धेरै ताराहरू हुँदा चन्द्रमा देखिँदैन,चन्द्रमा भन्दा तारा महत्त्वपूर्ण हुन्छन्,धेरै ताराहरूले चन्द्रमालाई ओझेलमा पार्छन्,Wisdom and Knowledge
1504,नलेखी देखेर मात्र हुँदैन,भाग्यमा लेखेपछि मात्र पाउने कुरा ।,"लेख्नै पर्दैन, सबै कुरा कण्ठस्थ हुनुपर्छ",आँखाले देख्यो भने सबै कुरा बुझिन्छ,हेर्‍यो भने लेख्न जरुरी छैन,Wisdom and Knowledge
1571,पढेको मूर्खभन्दा नपढेको मूर्ख नै बेस,पढेको मूर्खसँग झन् डर हुन्छ ।,पढेको मान्छे मूर्ख हुन्छ,नपढेको मान्छे कहिल्यै मूर्ख हुँदैन,पढ्नाले मानिसलाई मूर्ख बनाउँछ,Wisdom and Knowledge
1572,पढेर भन्दा परेर जानिन्छ,अनुभवको महत्त्व हुन्छ ।,पढेर मात्रै सबै कुरा थाहा हुन्छ,परेर जान्न आवश्यक छैन,अनुभवको कुनै महत्व छैन,Wisdom and Knowledge
1582,दो पन्था एक काज,एकैपटकमा दुई काम बनाउनु ।,दुई फरक दिशामा जानु र काम नगर्नु,दुई वटा काम गर्न खोज्दा कुनै पनि काम नबन्नु,दुई जनालाई एकै काम दिनु र दुवैलाई अलमल्याउनु,Wisdom and Knowledge
1675,बाबु अब बुढा भए बुद्धिसुद्धि हराउँदै गए,बूढो भएपछि चेतना पनि कमजोर हुँदै जान्छ ।,बुढेसकालसँगै बाबुको बुद्धि बढ्दै गइरहेको छ,बाबु जवान हुँदै गए र बुद्धि हराउँदै गयो,"बाबुको उमेरसँगै बुद्धि हराउँदैन, अझ बढ्छ",Wisdom and Knowledge
1685,बाठी न बाठी चामल दिएर पीठो साटी,नराम्रो लिनु राम्रो दिनु ।,बाठो हुनु भनेको सधैं फाइदामा रहनु हो,चामल साट्दा सधैं घाटा हुन्छ,पीठो साट्न बाठो हुनुपर्छ,Wisdom and Knowledge
1687,बाबुको धन कि आफ्नो धन,बाबुको भए बढी खर्च गर्ने ।,बाबुको सम्पत्ति सधैं रहन्छ भन्ने भ्रम,बाबुको सम्पत्ति बिना आफ्नो धन कमाउन सकिँदैन,बाबुको सम्पत्ति आफ्नो मेहनतले कमाएको जत्तिकै मूल्यवान हुन्छ,Wisdom and Knowledge
1701,बाहिर हेर्दा हिरो पढाइमा जिरो,गुदी नभएको डाल मात्र ।,"बाहिर हेर्दा मानिस सुन्दर छ, तर उसले पढ्न जान्दैन","मानिसले राम्रो कपडा लगाएको छ, तर अनपढ छ","बाहिरबाट प्रभावशाली देखिन्छ, तर उसको ज्ञान शून्य छ",Wisdom and Knowledge
1706,"बुझ अर्काको लिनू, आँट आफ्नो गर्नू","अरूका विचार पनि सुन्ने तर, आफ्नै कुरा लागू गर्ने ।","अरूले के गर्छन्, त्यसको मतलब छैन",अरूको कुरा सुनेर काम गर्नु बेकार हो,अरूको सल्लाह लिनु नै गलत हो,Wisdom and Knowledge
1707,बुझ्नु न सुझ्नु हगन गौडी पुज्नु,कुरो नबुझी काम गर्नु ।,धार्मिक कार्य नगर्नु राम्रो हुन्छ,शौचालयको पूजा गर्नु पर्छ,बिना सोच विचार काम गर्नु राम्रो हुन्छ,Wisdom and Knowledge
1708,बुद्धिमानलाई इसारा काफी,बुद्धिमानले इसाराबाटै सबै कुरा बुझ्छ ।,बुद्धिमानलाई संकेत गर्दा उनी झन् अलमलिन्छन्,बुद्धिमानलाई इसारा गर्दा उनी रिसाउँछन्,बुद्धिमानलाई इसारा गर्दा उनी बेवास्ता गर्छन्,Wisdom and Knowledge
1709,"बुद्धिमानलाई पराई भन्नु केही छैन, व्यापारी टाढा भन्नु केही छैन",सबैतिर पहुँच पुग्नु ।,बुद्धिमान व्यक्तिलाई कहिल्यै विश्वास गर्न सकिँदैन,व्यापारीले कहिल्यै टाढा यात्रा गर्न हुँदैन,बुद्धिमान व्यक्ति जहिले पनि पराई हुन्छ,Wisdom and Knowledge
